location,county_fips,activity,human_cases,neuro_cases,blood_donor_cases,year
"IA, Cass",19029,Human infections,0.0,0.0,1.0,2024
"IA, Cedar",19031,Human infections,1.0,1.0,0.0,2024
"IA, Cherokee",19035,Human infections,3.0,2.0,0.0,2024
"IA, Clarke",19039,Human infections,0.0,0.0,1.0,2024
"IA, Dickinson",19059,Human infections,1.0,1.0,0.0,2024
"IA, Dubuque",19061,Human infections,1.0,1.0,0.0,2024
"IA, Emmet",19063,Human infections,1.0,1.0,0.0,2024
"IA, Greene",19073,Human infections,1.0,1.0,0.0,2024
"IA, Grundy",19075,Human infections,1.0,1.0,0.0,2024
"IA, Hardin",19083,Human infections,1.0,1.0,0.0,2024
"IA, Harrison",19085,Human infections,1.0,1.0,0.0,2024
"IA, Ida",19093,Human infections,1.0,1.0,0.0,2024
"IA, Johnson",19103,Human infections and non-human activity,0.0,0.0,1.0,2024
"IA, Kossuth",19109,Human infections,1.0,1.0,0.0,2024
"IA, Linn",19113,Human infections,1.0,0.0,0.0,2024
"IA, Lucas",19117,Human infections and non-human activity,1.0,0.0,0.0,2024
"IA, Lyon",19119,Human infections,5.0,4.0,0.0,2024
"IA, Marion",19125,Human infections,1.0,1.0,0.0,2024
"IA, Mitchell",19131,Non-human activity,0.0,0.0,0.0,2024
"IA, Muscatine",19139,Non-human activity,0.0,0.0,0.0,2024
"IA, O Brien",19141,Human infections,2.0,0.0,0.0,2024
"IA, Page",19145,Human infections,0.0,0.0,1.0,2024
"IA, Plymouth",19149,Human infections,0.0,0.0,1.0,2024
"IA, Pocahontas",19151,Human infections,1.0,1.0,0.0,2024
"IA, Polk",19153,Human infections and non-human activity,3.0,2.0,6.0,2024
"IA, Pottawattamie",19155,Human infections,1.0,1.0,0.0,2024
"IA, Scott",19163,Human infections,1.0,1.0,0.0,2024
"IA, Shelby",19165,Human infections,1.0,1.0,0.0,2024
"IA, Sioux",19167,Human infections,5.0,4.0,0.0,2024
"IA, Story",19169,Human infections and non-human activity,2.0,0.0,1.0,2024
"IA, Woodbury",19193,Human infections and non-human activity,1.0,0.0,0.0,2024
"IA, Wright",19197,Human infections,1.0,1.0,0.0,2024
"KY, Anderson",21005,Human infections,1.0,1.0,0.0,2024
"KY, Barren",21009,Human infections,1.0,1.0,0.0,2024
"KY, Bourbon",21017,Non-human activity,0.0,0.0,0.0,2024
"KY, Boyle",21021,Non-human activity,0.0,0.0,0.0,2024
"KY, Bullitt",21029,Human infections,1.0,1.0,0.0,2024
"KY, Carter",21043,Non-human activity,0.0,0.0,0.0,2024
"KY, Daviess",21059,Human infections,3.0,3.0,0.0,2024
"KY, Fayette",21067,Human infections and non-human activity,5.0,5.0,0.0,2024
"KY, Franklin",21073,Human infections,1.0,1.0,0.0,2024
"KY, Grayson",21085,Non-human activity,0.0,0.0,0.0,2024
"KY, Henderson",21101,Human infections,2.0,2.0,0.0,2024
"KY, Hopkins",21107,Non-human activity,0.0,0.0,0.0,2024
"KY, Jefferson",21111,Human infections,9.0,6.0,0.0,2024
"KY, Jessamine",21113,Non-human activity,0.0,0.0,0.0,2024
"KY, Lawrence",21127,Human infections,1.0,1.0,0.0,2024
"KY, Lewis",21135,Non-human activity,0.0,0.0,0.0,2024
"KY, Lyon",21143,Non-human activity,0.0,0.0,0.0,2024
"KY, Mccracken",21145,Human infections,2.0,1.0,0.0,2024
"KY, Mccreary",21147,Human infections,1.0,0.0,0.0,2024
"KY, Mercer",21167,Non-human activity,0.0,0.0,0.0,2024
"KY, Rowan",21205,Human infections,1.0,1.0,0.0,2024
"KY, Taylor",21217,Non-human activity,0.0,0.0,0.0,2024
"KY, Woodford",21239,Human infections,1.0,0.0,0.0,2024
"LA, Acadia Parish",22001,Non-human activity,0.0,0.0,0.0,2024
"LA, Allen Parish",22003,Human infections and non-human activity,1.0,1.0,0.0,2024
"LA, Ascension Parish",22005,Human infections and non-human activity,2.0,2.0,0.0,2024
"LA, Assumption Parish",22007,Human infections and non-human activity,1.0,1.0,0.0,2024
"LA, Beauregard Parish",22011,Human infections,0.0,0.0,1.0,2024
"LA, Bossier Parish",22015,Human infections,1.0,0.0,0.0,2024
"LA, Caddo Parish",22017,Human infections and non-human activity,6.0,3.0,0.0,2024
"LA, Calcasieu Parish",22019,Human infections and non-human activity,1.0,1.0,0.0,2024
"LA, Cameron Parish",22023,Non-human activity,0.0,0.0,0.0,2024
"LA, De Soto Parish",22031,Human infections,2.0,1.0,0.0,2024
"LA, East Baton Rouge Parish",22033,Human infections and non-human activity,7.0,6.0,0.0,2024
"LA, East Feliciana Parish",22037,Human infections and non-human activity,1.0,1.0,1.0,2024
"LA, Evangeline Parish",22039,Human infections,0.0,0.0,1.0,2024
"LA, Iberia Parish",22045,Non-human activity,0.0,0.0,0.0,2024
"LA, Jefferson Parish",22051,Human infections and non-human activity,0.0,0.0,1.0,2024
"LA, Jefferson Davis Parish",22053,Non-human activity,0.0,0.0,0.0,2024
"LA, Lafayette Parish",22055,Non-human activity,0.0,0.0,0.0,2024
"LA, Lafourche Parish",22057,Non-human activity,0.0,0.0,0.0,2024
"LA, Lincoln Parish",22061,Human infections and non-human activity,1.0,0.0,0.0,2024
"LA, Livingston Parish",22063,Human infections,6.0,5.0,1.0,2024
"LA, Morehouse Parish",22067,Human infections,1.0,0.0,0.0,2024
"LA, Orleans Parish",22071,Human infections and non-human activity,2.0,2.0,0.0,2024
"LA, Ouachita Parish",22073,Human infections and non-human activity,7.0,2.0,0.0,2024
"LA, Plaquemines Parish",22075,Non-human activity,0.0,0.0,0.0,2024
"LA, Pointe Coupee Parish",22077,Non-human activity,0.0,0.0,0.0,2024
"LA, Red River Parish",22081,Human infections,0.0,0.0,1.0,2024
"LA, St Bernard Parish",22087,Non-human activity,0.0,0.0,0.0,2024
"LA, St Charles Parish",22089,Human infections and non-human activity,1.0,1.0,0.0,2024
"LA, St James Parish",22093,Non-human activity,0.0,0.0,0.0,2024
"LA, St John The Baptist Parish",22095,Non-human activity,0.0,0.0,0.0,2024
"LA, St Martin Parish",22099,Non-human activity,0.0,0.0,0.0,2024
"LA, St Mary Parish",22101,Non-human activity,0.0,0.0,0.0,2024
"LA, St Tammany Parish",22103,Human infections and non-human activity,10.0,9.0,2.0,2024
"LA, Tangipahoa Parish",22105,Human infections and non-human activity,5.0,3.0,0.0,2024
"LA, Terrebonne Parish",22109,Non-human activity,0.0,0.0,0.0,2024
"LA, Vernon Parish",22115,Human infections,0.0,0.0,1.0,2024
"LA, Washington Parish",22117,Human infections,2.0,2.0,0.0,2024
"LA, West Baton Rouge Parish",22121,Non-human activity,0.0,0.0,0.0,2024
"ME, Cumberland",23005,Non-human activity,0.0,0.0,0.0,2024
"ME, Hancock",23009,Non-human activity,0.0,0.0,0.0,2024
"ME, Kennebec",23011,Non-human activity,0.0,0.0,0.0,2024
"ME, Penobscot",23019,Non-human activity,0.0,0.0,0.0,2024
"ME, Sagadahoc",23023,Non-human activity,0.0,0.0,0.0,2024
"ME, Waldo",23027,Non-human activity,0.0,0.0,0.0,2024
"ME, York",23031,Non-human activity,0.0,0.0,0.0,2024
"MA, Barnstable",25001,Non-human activity,0.0,0.0,0.0,2024
"MA, Berkshire",25003,Non-human activity,0.0,0.0,0.0,2024
"MA, Bristol",25005,Non-human activity,0.0,0.0,0.0,2024
"MA, Franklin",25011,Non-human activity,0.0,0.0,0.0,2024
"MA, Hampden",25013,Non-human activity,0.0,0.0,0.0,2024
"MA, Middlesex",25017,Human infections and non-human activity,4.0,4.0,0.0,2024
"MA, Norfolk",25021,Non-human activity,0.0,0.0,0.0,2024
"MA, Plymouth",25023,Non-human activity,0.0,0.0,0.0,2024
"MA, Suffolk",25025,Human infections and non-human activity,1.0,1.0,0.0,2024
"MA, Worcester",25027,Human infections and non-human activity,2.0,1.0,0.0,2024
"MI, Alcona",26001,Non-human activity,0.0,0.0,0.0,2024
"MI, Alger",26003,Non-human activity,0.0,0.0,0.0,2024
"MI, Allegan",26005,Human infections and non-human activity,1.0,1.0,0.0,2024
"MI, Baraga",26013,Non-human activity,0.0,0.0,0.0,2024
"MI, Bay",26017,Non-human activity,0.0,0.0,0.0,2024
"MI, Calhoun",26025,Non-human activity,0.0,0.0,0.0,2024
"MI, Cass",26027,Non-human activity,0.0,0.0,0.0,2024
"MI, Charlevoix",26029,Non-human activity,0.0,0.0,0.0,2024
"MI, Cheboygan",26031,Non-human activity,0.0,0.0,0.0,2024
"MI, Chippewa",26033,Non-human activity,0.0,0.0,0.0,2024
"MI, Delta",26041,Non-human activity,0.0,0.0,0.0,2024
"MI, Dickinson",26043,Non-human activity,0.0,0.0,0.0,2024
"MI, Emmet",26047,Human infections and non-human activity,2.0,1.0,0.0,2024
"MI, Genesee",26049,Non-human activity,0.0,0.0,0.0,2024
"MI, Gogebic",26053,Non-human activity,0.0,0.0,0.0,2024
"MI, Grand Traverse",26055,Non-human activity,0.0,0.0,0.0,2024
"MI, Houghton",26061,Non-human activity,0.0,0.0,0.0,2024
"MI, Huron",26063,Non-human activity,0.0,0.0,0.0,2024
"MI, Ingham",26065,Human infections,1.0,1.0,0.0,2024
"MI, Ionia",26067,Human infections and non-human activity,2.0,1.0,0.0,2024
"MI, Kalamazoo",26077,Human infections and non-human activity,3.0,2.0,0.0,2024
"MI, Kalkaska",26079,Non-human activity,0.0,0.0,0.0,2024
"MI, Kent",26081,Human infections and non-human activity,11.0,9.0,0.0,2024
"MI, Keweenaw",26083,Non-human activity,0.0,0.0,0.0,2024
"MI, Lapeer",26087,Non-human activity,0.0,0.0,0.0,2024
"MI, Livingston",26093,Human infections,1.0,0.0,0.0,2024
"MI, Luce",26095,Non-human activity,0.0,0.0,0.0,2024
"MI, Macomb",26099,Human infections and non-human activity,3.0,1.0,0.0,2024
"MI, Marquette",26103,Non-human activity,0.0,0.0,0.0,2024
"MI, Mason",26105,Non-human activity,0.0,0.0,0.0,2024
"MI, Menominee",26109,Non-human activity,0.0,0.0,0.0,2024
"MI, Midland",26111,Non-human activity,0.0,0.0,0.0,2024
"MI, Monroe",26115,Human infections,1.0,1.0,0.0,2024
"MI, Montmorency",26119,Non-human activity,0.0,0.0,0.0,2024
"MI, Muskegon",26121,Human infections and non-human activity,1.0,1.0,0.0,2024
"MI, Oakland",26125,Human infections and non-human activity,7.0,7.0,0.0,2024
"MI, Ontonagon",26131,Non-human activity,0.0,0.0,0.0,2024
"MI, Ottawa",26139,Human infections,2.0,2.0,0.0,2024
"MI, Roscommon",26143,Non-human activity,0.0,0.0,0.0,2024
"MI, Saginaw",26145,Non-human activity,0.0,0.0,0.0,2024
"MI, Sanilac",26151,Human infections,1.0,1.0,0.0,2024
"MI, Schoolcraft",26153,Non-human activity,0.0,0.0,0.0,2024
"MI, Tuscola",26157,Human infections and non-human activity,1.0,0.0,0.0,2024
"MI, Washtenaw",26161,Non-human activity,0.0,0.0,0.0,2024
"MI, Wayne",26163,Human infections and non-human activity,7.0,5.0,0.0,2024
"MN, Anoka",27003,Human infections and non-human activity,5.0,1.0,2.0,2024
"MN, Becker",27005,Human infections,1.0,0.0,0.0,2024
"MN, Benton",27009,Human infections,2.0,2.0,1.0,2024
"MN, Blue Earth",27013,Human infections,1.0,1.0,0.0,2024
"MN, Carver",27019,Human infections and non-human activity,6.0,2.0,0.0,2024
"MN, Cass",27021,Human infections,1.0,1.0,0.0,2024
"MN, Chisago",27025,Human infections,1.0,0.0,0.0,2024
"MN, Clay",27027,Human infections,4.0,2.0,0.0,2024
"MN, Cottonwood",27033,Human infections,3.0,1.0,0.0,2024
"MN, Dakota",27037,Human infections and non-human activity,6.0,4.0,2.0,2024
"MN, Douglas",27041,Human infections,2.0,2.0,2.0,2024
"MN, Fillmore",27045,Non-human activity,0.0,0.0,0.0,2024
"MN, Freeborn",27047,Human infections,1.0,1.0,0.0,2024
"MN, Hennepin",27053,Human infections and non-human activity,14.0,8.0,9.0,2024
"MN, Itasca",27061,Human infections,1.0,1.0,0.0,2024
"MN, Jackson",27063,Human infections,1.0,1.0,0.0,2024
"MN, Kandiyohi",27067,Human infections and non-human activity,1.0,1.0,4.0,2024
"MN, Kittson",27069,Non-human activity,0.0,0.0,0.0,2024
"MN, Lac Qui Parle",27073,Human infections,1.0,1.0,2.0,2024
"MN, Le Sueur",27079,Human infections and non-human activity,1.0,0.0,0.0,2024
"MN, Lincoln",27081,Human infections,1.0,0.0,0.0,2024
"MN, Lyon",27083,Human infections,6.0,2.0,0.0,2024
"MN, Mcleod",27085,Human infections,1.0,1.0,1.0,2024
"MN, Martin",27091,Human infections,1.0,1.0,0.0,2024
"MN, Meeker",27093,Human infections,1.0,0.0,0.0,2024
"MN, Mille Lacs",27095,Non-human activity,0.0,0.0,0.0,2024
"MN, Morrison",27097,Human infections,2.0,1.0,0.0,2024
"MN, Mower",27099,Human infections,0.0,0.0,1.0,2024
"MN, Murray",27101,Human infections,1.0,1.0,0.0,2024
"MN, Nobles",27105,Human infections,1.0,1.0,0.0,2024
"MN, Otter Tail",27111,Human infections,2.0,1.0,0.0,2024
"MN, Pipestone",27117,Human infections,1.0,0.0,0.0,2024
"MN, Polk",27119,Human infections,3.0,1.0,0.0,2024
"MN, Ramsey",27123,Human infections and non-human activity,3.0,1.0,0.0,2024
"MN, Redwood",27127,Human infections,1.0,1.0,0.0,2024
"MN, Renville",27129,Human infections,2.0,0.0,0.0,2024
"MN, Rice",27131,Human infections and non-human activity,1.0,0.0,0.0,2024
"MN, St Louis",27137,Human infections,3.0,2.0,0.0,2024
"MN, Scott",27139,Human infections and non-human activity,8.0,4.0,1.0,2024
"MN, Sherburne",27141,Human infections,2.0,1.0,0.0,2024
"MN, Sibley",27143,Human infections and non-human activity,3.0,1.0,1.0,2024
"MN, Stearns",27145,Human infections and non-human activity,3.0,3.0,1.0,2024
"MN, Stevens",27149,Human infections,0.0,0.0,2.0,2024
"MN, Swift",27151,Human infections,1.0,1.0,1.0,2024
"MN, Traverse",27155,Human infections,2.0,1.0,0.0,2024
"MN, Wabasha",27157,Non-human activity,0.0,0.0,0.0,2024
"MN, Waseca",27161,Human infections,1.0,1.0,0.0,2024
"MN, Washington",27163,Human infections and non-human activity,1.0,0.0,1.0,2024
"MN, Watonwan",27165,Human infections,0.0,0.0,1.0,2024
"MN, Winona",27169,Human infections,1.0,1.0,0.0,2024
"MN, Wright",27171,Human infections,4.0,2.0,1.0,2024
"MN, Yellow Medicine",27173,Human infections and non-human activity,2.0,1.0,0.0,2024
"MS, Attala",28007,Human infections,1.0,1.0,0.0,2024
"MS, Bolivar",28011,Non-human activity,0.0,0.0,0.0,2024
"MS, Calhoun",28013,Human infections,0.0,0.0,1.0,2024
"MS, Chickasaw",28017,Human infections,1.0,1.0,0.0,2024
"MS, Coahoma",28027,Human infections,0.0,0.0,1.0,2024
"MS, Copiah",28029,Human infections,3.0,1.0,0.0,2024
"MS, De Soto",28033,Human infections,2.0,2.0,0.0,2024
"MS, Grenada",28043,Human infections,1.0,1.0,0.0,2024
"MS, Hancock",28045,Non-human activity,0.0,0.0,0.0,2024
"MS, Harrison",28047,Human infections and non-human activity,1.0,1.0,0.0,2024
"MS, Hinds",28049,Human infections and non-human activity,5.0,4.0,1.0,2024
"MS, Humphreys",28053,Human infections,0.0,0.0,1.0,2024
"MS, Jackson",28059,Human infections and non-human activity,2.0,1.0,1.0,2024
"MS, Lawrence",28077,Human infections,1.0,1.0,0.0,2024
"MS, Lee",28081,Human infections,1.0,1.0,0.0,2024
"MS, Lincoln",28085,Human infections and non-human activity,0.0,0.0,1.0,2024
"MS, Lowndes",28087,Human infections,1.0,1.0,0.0,2024
"MS, Madison",28089,Human infections and non-human activity,3.0,2.0,0.0,2024
"MS, Monroe",28095,Human infections,2.0,1.0,1.0,2024
"MS, Oktibbeha",28105,Human infections and non-human activity,1.0,1.0,0.0,2024
"MS, Prentiss",28117,Human infections,1.0,1.0,0.0,2024
"MS, Rankin",28121,Human infections and non-human activity,2.0,1.0,2.0,2024
"MS, Union",28145,Human infections,1.0,1.0,0.0,2024
"MS, Washington",28151,Human infections and non-human activity,2.0,2.0,0.0,2024
"MS, Yalobusha",28161,Human infections,1.0,1.0,1.0,2024
"MS, Yazoo",28163,Human infections,0.0,0.0,1.0,2024
"MO, Boone",29019,Human infections,0.0,0.0,1.0,2024
"MO, Butler",29023,Human infections,1.0,1.0,0.0,2024
"MO, Clay",29047,Human infections,2.0,1.0,1.0,2024
"MO, Franklin",29071,Human infections,0.0,0.0,2.0,2024
"MO, Greene",29077,Human infections,2.0,2.0,0.0,2024
"MO, Grundy",29079,Human infections,1.0,1.0,0.0,2024
"MO, Harrison",29081,Human infections,1.0,1.0,0.0,2024
"MO, Jackson",29095,Human infections and non-human activity,3.0,3.0,2.0,2024
"MO, Jasper",29097,Human infections,0.0,0.0,1.0,2024
"MO, Jefferson",29099,Human infections and non-human activity,1.0,1.0,0.0,2024
"MO, Montgomery",29139,Non-human activity,0.0,0.0,0.0,2024
"MO, Newton",29145,Human infections,0.0,0.0,1.0,2024
"MO, Oregon",29149,Human infections,1.0,0.0,0.0,2024
"MO, Phelps",29161,Non-human activity,0.0,0.0,0.0,2024
"MO, Platte",29165,Human infections,1.0,0.0,0.0,2024
"MO, St Charles",29183,Human infections,2.0,2.0,0.0,2024
"MO, St Louis",29189,Human infections and non-human activity,5.0,5.0,1.0,2024
"MO, Stone",29209,Human infections,1.0,1.0,0.0,2024
"MO, St Louis City",29510,Human infections,3.0,3.0,4.0,2024
"MT, Big Horn",30003,Human infections,1.0,1.0,0.0,2024
"MT, Carbon",30009,Human infections,1.0,1.0,0.0,2024
"MT, Cascade",30013,Non-human activity,0.0,0.0,0.0,2024
"MT, Custer",30017,Non-human activity,0.0,0.0,0.0,2024
"MT, Daniels",30019,Non-human activity,0.0,0.0,0.0,2024
"MT, Dawson",30021,Non-human activity,0.0,0.0,0.0,2024
"MT, Lewis And Clark",30049,Non-human activity,0.0,0.0,0.0,2024
"MT, Prairie",30079,Human infections and non-human activity,0.0,0.0,1.0,2024
"MT, Rosebud",30087,Human infections and non-human activity,2.0,0.0,1.0,2024
"MT, Sheridan",30091,Non-human activity,0.0,0.0,0.0,2024
"MT, Sweet Grass",30097,Non-human activity,0.0,0.0,0.0,2024
"MT, Yellowstone",30111,Human infections,2.0,2.0,3.0,2024
"NE, Adams",31001,Human infections and non-human activity,3.0,0.0,0.0,2024
"NE, Antelope",31003,Human infections,2.0,0.0,0.0,2024
"NE, Boone",31011,Human infections,1.0,0.0,0.0,2024
"NE, Box Butte",31013,Human infections and non-human activity,1.0,1.0,0.0,2024
"NE, Butler",31023,Human infections,1.0,0.0,0.0,2024
"NE, Cass",31025,Human infections,1.0,1.0,0.0,2024
"NE, Chase",31029,Human infections,1.0,0.0,1.0,2024
"NE, Clay",31035,Human infections,0.0,0.0,1.0,2024
"NE, Cuming",31039,Human infections,1.0,0.0,0.0,2024
"NE, Custer",31041,Human infections,1.0,0.0,0.0,2024
"NE, Dakota",31043,Non-human activity,0.0,0.0,0.0,2024
"NE, Dawes",31045,Human infections,1.0,1.0,0.0,2024
"NE, Dawson",31047,Non-human activity,0.0,0.0,0.0,2024
"NE, Dixon",31051,Human infections,1.0,0.0,2.0,2024
"NE, Dodge",31053,Human infections and non-human activity,3.0,1.0,1.0,2024
"NE, Douglas",31055,Human infections and non-human activity,3.0,1.0,1.0,2024
"NE, Gage",31067,Human infections,1.0,1.0,0.0,2024
"NE, Garfield",31071,Non-human activity,0.0,0.0,0.0,2024
"NE, Hall",31079,Non-human activity,0.0,0.0,0.0,2024
"NE, Hamilton",31081,Human infections,1.0,1.0,0.0,2024
"NE, Holt",31089,Non-human activity,0.0,0.0,0.0,2024
"NE, Keith",31101,Human infections,1.0,0.0,1.0,2024
"NE, Knox",31107,Human infections,1.0,1.0,0.0,2024
"NE, Lancaster",31109,Human infections and non-human activity,3.0,1.0,0.0,2024
"NE, Lincoln",31111,Human infections and non-human activity,3.0,2.0,1.0,2024
"NE, Morrill",31123,Human infections,1.0,0.0,0.0,2024
"NE, Nance",31125,Human infections,1.0,0.0,0.0,2024
"NE, Pierce",31139,Human infections,1.0,0.0,0.0,2024
"NE, Platte",31141,Human infections and non-human activity,2.0,1.0,0.0,2024
"NE, Red Willow",31145,Non-human activity,0.0,0.0,0.0,2024
"NE, Saline",31151,Non-human activity,0.0,0.0,0.0,2024
"NE, Sarpy",31153,Human infections,1.0,0.0,0.0,2024
"NE, Saunders",31155,Human infections,1.0,1.0,3.0,2024
"NE, Scotts Bluff",31157,Human infections and non-human activity,8.0,4.0,0.0,2024
"NE, Sheridan",31161,Human infections,1.0,0.0,0.0,2024
"NE, Thayer",31169,Human infections,1.0,1.0,0.0,2024
"NE, Washington",31177,Non-human activity,0.0,0.0,0.0,2024
"NE, Wayne",31179,Human infections and non-human activity,1.0,1.0,0.0,2024
"NV, Churchill",32001,Non-human activity,0.0,0.0,0.0,2024
"NV, Clark",32003,Non-human activity,0.0,0.0,0.0,2024
"NV, Humboldt",32013,Non-human activity,0.0,0.0,0.0,2024
"NH, Hillsborough",33011,Non-human activity,0.0,0.0,0.0,2024
"NH, Rockingham",33015,Non-human activity,0.0,0.0,0.0,2024
"NJ, Atlantic",34001,Human infections and non-human activity,2.0,2.0,0.0,2024
"NJ, Bergen",34003,Human infections and non-human activity,2.0,1.0,0.0,2024
"NJ, Burlington",34005,Human infections and non-human activity,0.0,0.0,2.0,2024
"NJ, Camden",34007,Human infections and non-human activity,1.0,1.0,0.0,2024
"NJ, Cape May",34009,Non-human activity,0.0,0.0,0.0,2024
"NJ, Cumberland",34011,Non-human activity,0.0,0.0,0.0,2024
"NJ, Essex",34013,Human infections and non-human activity,1.0,1.0,0.0,2024
"NJ, Gloucester",34015,Human infections and non-human activity,1.0,1.0,0.0,2024
"NJ, Hudson",34017,Human infections and non-human activity,1.0,1.0,0.0,2024
"NJ, Hunterdon",34019,Non-human activity,0.0,0.0,0.0,2024
"NJ, Mercer",34021,Human infections and non-human activity,1.0,1.0,0.0,2024
"NJ, Middlesex",34023,Human infections and non-human activity,2.0,2.0,0.0,2024
"NJ, Monmouth",34025,Human infections and non-human activity,1.0,1.0,0.0,2024
"NJ, Morris",34027,Human infections and non-human activity,2.0,1.0,0.0,2024
"NJ, Ocean",34029,Non-human activity,0.0,0.0,0.0,2024
"NJ, Passaic",34031,Non-human activity,0.0,0.0,0.0,2024
"NJ, Salem",34033,Non-human activity,0.0,0.0,0.0,2024
"NJ, Somerset",34035,Non-human activity,0.0,0.0,0.0,2024
"NJ, Sussex",34037,Human infections and non-human activity,1.0,0.0,1.0,2024
"NJ, Union",34039,Human infections and non-human activity,2.0,1.0,0.0,2024
"NJ, Warren",34041,Non-human activity,0.0,0.0,0.0,2024
"NM, Bernalillo",35001,Human infections,8.0,8.0,2.0,2024
"NM, Chaves",35005,Human infections,5.0,4.0,3.0,2024
"NM, Cibola",35006,Non-human activity,0.0,0.0,0.0,2024
"NM, Curry",35009,Human infections,1.0,1.0,0.0,2024
"NM, Dona Ana",35013,Human infections and non-human activity,4.0,4.0,0.0,2024
"NM, Eddy",35015,Human infections and non-human activity,3.0,2.0,2.0,2024
"NM, Lea",35025,Human infections and non-human activity,1.0,1.0,0.0,2024
"NM, Lincoln",35027,Human infections and non-human activity,1.0,1.0,0.0,2024
"NM, Otero",35035,Human infections,1.0,1.0,0.0,2024
"NM, Quay",35037,Human infections,1.0,1.0,0.0,2024
"NM, Sandoval",35043,Human infections,1.0,1.0,0.0,2024
"NM, San Juan",35045,Human infections,7.0,5.0,0.0,2024
"NM, Socorro",35053,Non-human activity,0.0,0.0,0.0,2024
"NM, Taos",35055,Human infections and non-human activity,1.0,0.0,0.0,2024
"NM, Valencia",35061,Human infections,3.0,3.0,0.0,2024
"NY, Albany",36001,Human infections,2.0,2.0,0.0,2024
"NY, Bronx",36005,Human infections and non-human activity,3.0,3.0,0.0,2024
"NY, Cattaraugus",36009,Non-human activity,0.0,0.0,0.0,2024
"NY, Chautauqua",36013,Non-human activity,0.0,0.0,0.0,2024
"NY, Erie",36029,Human infections and non-human activity,7.0,5.0,4.0,2024
"NY, Franklin",36033,Human infections,1.0,1.0,0.0,2024
"NY, Kings",36047,Human infections and non-human activity,3.0,2.0,1.0,2024
"NY, Madison",36053,Non-human activity,0.0,0.0,0.0,2024
"NY, Monroe",36055,Human infections,2.0,1.0,1.0,2024
"NY, Nassau",36059,Human infections and non-human activity,6.0,4.0,1.0,2024
"NY, New York",36061,Human infections and non-human activity,3.0,3.0,0.0,2024
"NY, Niagara",36063,Human infections,1.0,1.0,0.0,2024
"NY, Oneida",36065,Human infections,1.0,1.0,0.0,2024
"NY, Onondaga",36067,Human infections and non-human activity,4.0,3.0,1.0,2024
"NY, Ontario",36069,Human infections,1.0,1.0,0.0,2024
"NY, Orange",36071,Non-human activity,0.0,0.0,0.0,2024
"NY, Oswego",36075,Non-human activity,0.0,0.0,0.0,2024
"NY, Queens",36081,Human infections and non-human activity,5.0,4.0,0.0,2024
"NY, Richmond",36085,Human infections and non-human activity,3.0,3.0,2.0,2024
"NY, Rockland",36087,Non-human activity,0.0,0.0,0.0,2024
"NY, St Lawrence",36089,Non-human activity,0.0,0.0,0.0,2024
"NY, Schenectady",36093,Human infections,1.0,1.0,0.0,2024
"NY, Seneca",36099,Non-human activity,0.0,0.0,0.0,2024
"NY, Suffolk",36103,Human infections and non-human activity,3.0,2.0,2.0,2024
"NY, Westchester",36119,Human infections and non-human activity,5.0,5.0,1.0,2024
"NC, Buncombe",37021,Human infections,1.0,1.0,0.0,2024
"NC, Chatham",37037,Non-human activity,0.0,0.0,0.0,2024
"NC, Durham",37063,Human infections,3.0,3.0,0.0,2024
"NC, Guilford",37081,Human infections,1.0,1.0,0.0,2024
"NC, Lenoir",37107,Human infections,1.0,1.0,0.0,2024
"NC, Mecklenburg",37119,Human infections,1.0,1.0,0.0,2024
"NC, Pasquotank",37139,Human infections,1.0,1.0,0.0,2024
"NC, Rowan",37159,Human infections,1.0,1.0,0.0,2024
"ND, Barnes",38003,Human infections,3.0,3.0,0.0,2024
"ND, Billings",38007,Non-human activity,0.0,0.0,0.0,2024
"ND, Bottineau",38009,Human infections,3.0,3.0,0.0,2024
"ND, Burleigh",38015,Human infections and non-human activity,16.0,13.0,1.0,2024
"ND, Cass",38017,Human infections and non-human activity,17.0,5.0,3.0,2024
"ND, Dickey",38021,Human infections,3.0,1.0,0.0,2024
"ND, Divide",38023,Human infections,2.0,0.0,0.0,2024
"ND, Grand Forks",38035,Human infections and non-human activity,2.0,1.0,0.0,2024
"ND, Griggs",38039,Human infections,1.0,0.0,0.0,2024
"ND, Hettinger",38041,Human infections,2.0,1.0,0.0,2024
"ND, Kidder",38043,Human infections,1.0,0.0,0.0,2024
"ND, Mchenry",38049,Human infections,4.0,4.0,1.0,2024
"ND, Mcintosh",38051,Human infections,1.0,0.0,2.0,2024
"ND, Mckenzie",38053,Non-human activity,0.0,0.0,0.0,2024
"ND, Mclean",38055,Human infections and non-human activity,2.0,2.0,0.0,2024
"ND, Mercer",38057,Human infections,6.0,2.0,0.0,2024
"ND, Morton",38059,Human infections,1.0,0.0,1.0,2024
"ND, Mountrail",38061,Human infections,4.0,1.0,0.0,2024
"ND, Nelson",38063,Human infections,0.0,0.0,1.0,2024
"ND, Pembina",38067,Human infections,2.0,1.0,0.0,2024
"ND, Richland",38077,Human infections and non-human activity,1.0,0.0,0.0,2024
"ND, Rolette",38079,Non-human activity,0.0,0.0,0.0,2024
"ND, Stark",38089,Human infections,3.0,2.0,0.0,2024
"ND, Steele",38091,Non-human activity,0.0,0.0,0.0,2024
"ND, Stutsman",38093,Human infections,2.0,1.0,1.0,2024
